uuid,VLF,VLF_PCT,LF,LF_PCT,LF_NU,HF,HF_PCT,HF_NU,TP,LF_HF,HF_LF,SD1,SD2,sampen,higuci,datasetId,condition,MEAN_RR,MEDIAN_RR,SDRR,RMSSD,SDSD,SDRR_RMSSD,HR,pNN25,pNN50,KURT,SKEW,MEAN_REL_RR,MEDIAN_REL_RR,SDRR_REL_RR,RMSSD_REL_RR,SDSD_REL_RR,SDRR_RMSSD_REL_RR,KURT_REL_RR,SKEW_REL_RR
4a122afe-6e52-4ed0-840d-66155da95ba1,2259.833994968395,67.88498614148521,1058.573967551217,31.79936193408595,99.01712038543884,10.50778662478905,0.3156519244288404,0.9828796145611822,3328.915749144401,100.7418598559969,0.0099263603176418,10.527075900386938,162.288927240621,2.2161320217057403,1.159925780077167,2,interruption,838.9756950066667,849.17517,114.99677219801453,14.88261936538857,14.88256686027477,7.726917511943776,72.9478498114155,8.4,0.1333333333333333,-0.8124078921226743,-0.1564904666688925,-5.52335062368933e-05,-0.0001911257886275,0.0173954800341734,0.0077294937184142,0.0077294935309346,2.2505329155946683,-0.8124078921226743,-0.1564904666688925
0848f722-52ec-420c-adb1-a1e90a2e2709,2430.367576340182,60.98057169071341,1541.466292780727,38.677069547349866,99.12259411075163,13.644634863495147,0.3423587619367209,0.8774058892483564,3985.4785039844032,112.9723373473896,0.0088517244440557,14.83531658914482,152.24579711134908,2.126009759922923,1.232956886563394,2,interruption,964.7320448266668,980.847435,108.163925031339,20.97331630751739,20.973306654241537,5.157216123831125,63.06306342101778,24.4,1.2,0.0145940683812253,-0.5957714016396445,-3.508238241665145e-05,-0.00067087879053,0.0215131484006203,0.0112623631159385,0.0112623608968072,1.910180676928695,0.0145940683812253,-0.5957714016396445
7814286a-f939-45a7-8620-82b339a7ad4b,989.8009970108257,27.65192877961067,2478.1647066329,69.23213270031513,95.69312841722856,111.53504257786172,3.1159385200741947,4.306871582771446,3579.5007462215867,22.2187094688462,0.0450071144501953,15.405956429383108,106.6567964801347,2.198231087700544,1.206518543355389,2,interruption,729.1758859199998,722.56142,76.20044530351817,21.78019226498452,21.78004402897356,3.4986121507303567,83.19173559712141,26.93333333333333,1.0,-0.4701071985058789,0.1703026322407478,7.966448140514429e-05,-0.0013552170674474,0.0299755709200472,0.0157808193852376,0.0157807927266959,1.899493948209578,-0.4701071985058789,0.1703026322407478
de843d67-0ed3-4dfe-af91-78923dc31810,2025.914557437816,57.01423573378595,1464.561240617814,41.21636794236474,95.88376209181412,62.872819818210175,1.7693963238493151,4.1162379081858615,3553.34861787384,23.294028243880764,0.0429294576932049,11.70087225814618,141.61072616250593,2.157575465170169,1.150595945224479,2,no stress,757.2088366266668,765.3602950000001,100.4751416417854,16.54201435205038,16.54201179446175,6.0739363117123375,80.82841382891185,8.733333333333333,2.1333333333333333,0.1760383365979856,-0.5066751666327384,2.443846076385271e-05,0.000586535686394,0.0238514738403378,0.0115623988871443,0.0115623947903301,2.0628482093674485,0.1760383365979856,-0.5066751666327384
ba117ec1-3de8-4da3-a315-4c7716589439,1576.443907015445,71.2743702774897,619.6241434358419,28.01452080570977,97.52447927627745,15.728280933948062,0.7111089168005595,2.475520723722592,2211.796331385235,39.39554144779039,0.0253835830972209,8.309474035993725,138.55814841145522,2.076714553931292,1.180381298693134,2,interruption,798.5496332866667,798.013775,98.1514336369207,11.747679554112713,11.74745048716218,8.35496347894161,76.29911548495497,3.266666666666667,0.0,0.4103264160607645,0.2087142186658985,-0.0001086018296683,-0.0001507132194752,0.0142820428821779,0.007043024644308,0.0070430186219768,2.027828043129203,0.4103264160607645,0.2087142186658985
de2f6de3-9a92-4a4b-85fe-c9a6c0446c98,1549.107886027846,59.00006151233862,1040.106846105019,39.61400523042561,96.61966991083936,36.38911694766972,1.385933257235774,3.3803300891606463,2625.603849080535,28.58290976394869,0.03498594118858,10.11320413382674,106.3309105169044,2.08207252915815,1.1510973690567547,2,no stress,788.42081904,792.746715,75.5266159350675,14.29747877250412,14.297459058669029,5.282512891735488,76.87034712391402,7.2666666666666675,0.4,0.6925223633322277,-0.6300184856465458,-2.343429792994464e-05,-0.0011497904706383,0.0186406229703736,0.0089223185552975,0.0089223048091937,2.089212894030315,0.6925223633322277,-0.6300184856465458
e820756d-055c-410f-a4b8-5189c994b363,2272.208309065634,63.26084477284915,1201.073961754,33.43925517395685,91.01802958508058,118.52608587313092,3.299900053193993,8.981970414919369,3591.808356692765,10.13341453829512,0.0986834197121717,13.122111825375312,182.3213903281029,2.119892987413104,1.249734309316498,2,no stress,794.8561492266667,818.04048,129.2541666445034,18.551366553846897,18.551277528261377,6.967366326859657,77.67714898016224,13.2,2.266666666666667,-0.966659118231278,-0.2305477855312302,-6.081477022658312e-05,-0.0006312894923423,0.0245874114004781,0.0157709832039245,0.0157709787958284,1.559028443728202,-0.966659118231278,-0.2305477855312302
513ace1c-9559-47ad-b347-e24768e1a362,2462.646295989678,68.42702898631063,1120.379090768698,31.13082566689772,98.59960804258829,15.91253656188018,0.4421453467916394,1.4003919574117198,3598.937923320257,70.40857919865907,0.0142028146481763,12.64107398468776,165.6559625001835,2.144162601157637,1.2164185413366493,2,interruption,920.6177672266668,939.2318,117.4770076724559,17.872433439891697,17.871214242492577,6.57308407764129,66.35913165057762,15.53333333333333,0.6666666666666666,-0.4439032830292295,-0.5219503544262654,0.0002280789154881,-0.0003775248252226,0.0192085978174524,0.009895348367291,0.0098953366771351,1.941174489717425,-0.4439032830292295,-0.5219503544262654
e180b700-7555-4570-be5d-b27811f563e7,1596.564862242737,55.01140679588519,1046.095538067347,36.04437787209292,80.11892638775862,259.5828892801019,8.944215332021892,19.88107361224139,2902.243289590186,4.029909448070599,0.2481445334903915,12.91719519368815,177.936032735192,1.907902089926956,1.2920672629792391,2,no stress,625.7402643999999,593.8304800000002,126.1508733168565,18.26174520931344,18.26157832776884,6.907930861532334,99.76059972396963,13.0,2.2,0.4900025278288331,0.6939150460230671,0.000155129036793,-8.117162973060205e-06,0.0321674583712876,0.0236709156089733,0.0236708338335533,1.3589444068269745,0.4900025278288331,0.6939150460230671
5f6e062a-73d5-4d5d-977e-7b907589e8a2,8574.633466357813,92.40010148783476,685.5455193246107,7.387426623966334,97.20427992743868,19.71717058611978,0.2124718881988878,2.79572007256126,9279.896156268544,34.76896019793081,0.0287612857648677,13.48440164200825,423.85194750751486,2.157206214514016,1.071760626536038,2,time pressure,1111.31732922,1147.6609,299.86021951365615,19.064814221439622,19.063461772951623,15.728462707831891,58.97228026139761,13.73333333333333,2.8,-0.5917342423614191,-0.1227106738613127,0.000243065799531,0.0001379269103626,0.02003926999092,0.0089821948468983,0.0089821814443118,2.2309992526870897,-0.5917342423614191,-0.1227106738613127
9a5f49a4-46d1-4cfa-92fc-e835c52a071e,4815.924358287237,80.16843669131936,1171.356252667846,19.49901879654532,98.32315533092763,19.976804866155103,0.3325445121353123,1.676844669072314,6007.257415821237,58.63581591330298,0.0170544228714846,14.7944990974891,246.9826470527647,2.0991261239089187,1.157438529046191,2,no stress,996.14480744,978.9917,174.9561447173779,20.91562951872637,20.915601261558603,8.364851966838225,62.24418761584438,14.13333333333333,2.8666666666666667,0.0542454782671346,0.1211031378178984,-3.777837417183855e-05,-0.0005700991004156,0.0226266908767801,0.011669991527958,0.011669975782029,1.938878089377604,0.0542454782671346,0.1211031378178984
b7492c89-fe8b-41f0-aff2-8743fc5abb1e,1476.043465003132,78.24677908003916,385.62611342799386,20.442488327964192,93.97453555581777,24.725596369970173,1.3107325919966508,6.025464444182229,1886.395174801097,15.5962310335352,0.0641180550512356,6.629065230231579,121.8448031911149,1.870736256426431,1.159630087835668,2,interruption,740.5379034399998,748.97542,86.28470481640474,9.371786396805062,9.371786376729544,9.206857813769645,82.24441266280581,1.8,0.0666666666666666,1.7009350695485133,-0.3351148951080886,6.71752645848201e-06,0.0002238152050793,0.0134697894383979,0.0072107017839628,0.0072107017252059,1.8680275293530588,1.7009350695485133,-0.3351148951080886
d85e037e-b819-4ad6-aa87-0291af9d0572,2371.494630717346,51.37349846708161,2226.2635016707072,48.22736813694751,99.17918545774742,18.42472741254688,0.3991333959708595,0.8208145422525631,4616.1828598006,120.8302001881811,0.008276076663306,15.2290642186354,182.1683510345844,2.078461812742764,1.151241582514281,2,time pressure,908.9780551466664,937.084875,129.26181283665122,21.53069346426829,21.52996412279393,6.003606574547648,67.60364239571875,18.466666666666672,3.666666666666667,0.1214316922780174,-0.7458726534620553,-0.0003003305084205,-0.0003259174619946,0.0251715014983133,0.0115375484497506,0.0115369930915029,2.181702777495795,0.1214316922780174,-0.7458726534620553
de0c49b0-da4b-4ade-8766-2ab15a1f7fca,1573.46331746728,73.621503207103,541.273989719483,25.325919154059356,96.00971333923368,22.49604030548463,1.0525776388376429,3.990286660766332,2137.233347492248,24.06085614931612,0.0415612808536084,7.657402057933326,115.6678253699694,2.133094745437877,1.1861287848979198,2,no stress,762.8763861333333,768.7467849999999,81.96853552459807,10.825670535423,10.82558909820432,7.571682073307732,79.62627701978646,2.333333333333333,0.0,-0.0677955415099642,-0.3541490338819475,-5.042105777345121e-05,-0.0007948451345331,0.0140722113261666,0.0074689177113553,0.0074689059696159,1.884103141847728,-0.0677955415099642,-0.3541490338819475
36df07f7-0f13-42f1-be7d-b3c1a32daf4e,718.1089540608119,41.44141256228222,1000.002565080885,57.70923566474293,98.54956922607089,14.71781668648489,0.8493517729748443,1.4504307739291102,1732.829335828182,67.94503467346283,0.0147177789341914,9.242457005211696,79.7513184723658,2.2036870419023007,1.143083708671257,2,interruption,808.3539466933332,804.893385,56.770132154038095,13.066452300022712,13.06644747647559,4.34472424882609,74.59016875599445,4.733333333333333,0.0,-0.3836179813506337,0.2030319328470936,-1.13324575681234e-05,-0.0017378671607735,0.0162000484759922,0.0070759328891491,0.0070759316846696,2.289457620610685,-0.3836179813506337,0.2030319328470936
635f36cf-86bd-405c-8aac-1902dc80c7bc,3347.1109039826256,75.55301763322056,1077.964130731447,24.3324602361473,99.53154901118693,5.073500492687679,0.1145221306321481,0.4684509888131229,4430.14853520676,212.4695035084932,0.0047065578047064,11.42759576015706,169.8271845822645,2.1662535328837498,1.120266929571251,2,no stress,940.2598795266664,923.09901,120.3575144475742,16.15568069545846,16.15566939595054,7.449857218421512,64.8310138536424,12.4,0.7333333333333333,-0.4469264179387209,0.4910036509386593,1.465828869403283e-05,-0.0005550505710618,0.017168004927903,0.0065101083159375,0.0065100624077514,2.637130458470797,-0.4469264179387209,0.4910036509386593
3dde63d4-9758-4e5e-9696-fb7bc6e16c6e,2039.4015441058536,71.8274157354945,792.5955988830673,27.915097816628105,99.08603894672947,7.310833252322978,0.2574864478773897,0.9139610532704858,2839.307976241244,108.4138526386475,0.0092239135097715,9.176922781187129,125.4638324720957,2.175853506790224,1.1476507718340907,2,no stress,904.4665555533333,902.044065,88.95332812862591,12.97400203243046,12.97379900695653,6.856275180647709,67.0025855556636,4.933333333333334,1.0,0.2272658773203275,-0.0193157074810785,-7.836071448088792e-05,0.0001527314640119,0.0145774307495042,0.0063266573915886,0.0063266527198337,2.304128364669332,0.2272658773203275,-0.0193157074810785
a29cb57a-d7f4-4ff4-b221-eba511af25e6,4228.528993345191,81.19140817253576,753.5682516944678,14.46916116821694,76.92846599546664,226.001848843966,4.339430659247284,23.07153400453331,5208.099093883626,3.334345517742817,0.2999089310567158,11.64712370781024,277.0099467855886,1.4863331593209792,1.248428174620626,2,interruption,621.8529929333333,535.1867500000002,196.04867521717617,16.46642125227222,16.46602522406111,11.90596743601001,104.5689622804316,12.06666666666667,1.333333333333333,0.5323881323363775,1.196082650134541,-0.0001900872872272,-0.0006191146258423,0.0314914078130886,0.0229789831503059,0.022978982676047,1.37044392291438,0.5323881323363775,1.196082650134541
03631e66-4ab0-4943-a9fc-7b052d7ac08b,1330.36160372646,61.27119013479536,834.3711080540033,38.42783094562935,99.22285523200208,6.535058275400841,0.3009789195752997,0.7771447679979188,2171.267770055864,127.6761541966243,0.007832316114879,10.45656801664093,145.53015300879392,2.045431004763957,1.182476311339153,2,time pressure,977.8974320266668,998.8741,103.1706480774682,14.782937303494627,14.78288692028423,6.979035759901319,62.15576392605182,8.133333333333333,0.6,1.227368847525822,-0.9881453401831388,4.081878353883806e-05,-0.0001902418865051,0.0161221190451768,0.0074929973386076,0.0074929732122862,2.151624819364021,1.227368847525822,-0.9881453401831388
8dbaae55-136f-4996-aac8-ac0c611c0a02,1346.396036898842,60.64449785935664,825.6037384928318,37.18692181167429,94.48976582430764,48.14563668071104,2.16858032896907,5.5102341756923625,2220.145412072385,17.148049032314493,0.058315671836228,10.1163445383728,116.9012405012068,2.072967546618384,1.180841970478319,2,interruption,812.49056514,825.905035,82.97059858028044,14.3019968048297,14.30189877973376,5.801329682318329,74.71105972070973,6.333333333333332,0.8666666666666667,0.6382987585240896,-0.7368156045678055,-7.982776464995611e-05,0.0005692471347619,0.0185206541635776,0.0098593597592063,0.0098593536034877,1.878484467136271,0.6382987585240896,-0.7368156045678055
0de4f5bb-86bf-4742-bafc-63b57b0a109b,2002.3268466016336,66.12164459145552,1001.427741265503,33.06955071014711,97.61262113038288,24.49260557968454,0.8088046983973749,2.387378869617106,3028.2471934468217,40.88694189793104,0.0244576863316501,10.19442096890248,118.56535454420109,2.19839136851287,1.134488343323252,2,interruption,783.3740931466667,787.67449,84.14769609764521,14.412571889008438,14.41227869041027,5.838492723274416,77.51608333365398,6.4,0.8,-0.3650946442056711,-0.1320722386810493,-0.0001106738727405,-0.0002338405877846,0.0184763121843035,0.0090373070739821,0.0090373054433099,2.044448864363116,-0.3650946442056711,-0.1320722386810493
1cf91d87-0240-4317-8ff3-28792803050b,4348.095554736454,87.26689351200386,620.7343362996362,12.45822603095669,97.84121449625364,13.695989913664,0.2748804570394587,2.1587855037464454,4982.525880949754,45.322341810455896,0.0220641732102488,10.11911541873308,136.2507919259617,2.134033695010157,1.149104302599326,2,time pressure,884.4730165866665,891.7543800000002,96.60919934796416,14.305835541421311,14.30581608902401,6.753132249300685,68.69638193605171,8.4,0.3333333333333333,0.1182292096675179,-0.2011716524920198,-4.875187747092509e-05,-0.0001442605308743,0.0162657259078644,0.0073066891088798,0.0073066477836129,2.226141781247639,0.1182292096675179,-0.2011716524920198
